Channel,Product,Harvest Year,Harvest Week,Qty,Value
Markets,Radish French Breakfast - bu,2026,21,125,$500.00
Markets,Radish French Breakfast - bu,2026,21,5,$20.00
Markets,Radish Purple - bu,2026,21,100,$400.00
Markets,Radish Purple - bu,2026,21,27,$108.00
Markets,Radish Red - bu,2026,21,50,$200.00
Markets,Radish Red - bu,2026,21,4,$16.00
Markets,Salad Mix - 1/3 lb,2026,21,35,$245.00
Markets,Salad Mix - 2/3 lb ,2026,21,31,$434.00
Markets,Arugula - 1/3 lb,2026,22,30,$210.00
Markets,Arugula - 2/3 lb ,2026,22,25,$350.00
Markets,Arugula - 2/3 lb ,2026,22,20,$280.00
Markets,Asparagus - bu,2026,22,35,$210.00
Markets,Asparagus - bu,2026,22,36,$216.00
Markets,Bok Choy - ea,2026,22,300,$750.00
Markets,Bok Choy - ea,2026,22,90,$225.00
Markets,Bok Choy - lb,2026,22,19,$190.00
Markets,Carrot Bulk - lb,2026,22,151.9,$531.65
Orders,Carrot Bulk - lb,2026,22,6,$14.70
Markets,Cilantro - bu,2026,22,75,$300.00
Markets,Collards - bu,2026,22,50,$250.00
Orders,Collards - bu,2026,22,5,$17.50
Markets,Dandelion - bu,2026,22,40,$200.00
Markets,Dandelion - bu,2026,22,33,$165.00
Orders,Dandelion - bu,2026,22,1,$3.50
Markets,Garlic Scape - bu,2026,22,120,$420.00
Markets,Kale Curly - bu,2026,22,37,$185.00
Orders,Kale Curly - bu,2026,22,6,$21.00
Markets,Kale Lacinato - bu,2026,22,33,$165.00
Markets,Lettuce Mini Gem - ea,2026,22,150,$450.00
Markets,Lettuce Mini Gem - ea,2026,22,81,$243.00
Markets,Parsley - bu,2026,22,80,$320.00
Markets,Pea Snap - Qt,2026,22,130,"$1,430.00"
Markets,Pea Snap - Qt,2026,22,8.2,$90.20
Markets,Radish French Breakfast - bu,2026,22,125,$500.00
Markets,Radish French Breakfast - bu,2026,22,15,$60.00
Markets,Radish Purple - bu,2026,22,75,$300.00
Markets,Radish Purple - bu,2026,22,31,$124.00
Markets,Radish Red - bu,2026,22,50,$200.00
Markets,Radish Red - bu,2026,22,18,$72.00
Markets,Salad Mix - 1/3 lb,2026,22,33,$231.00
Markets,Salad Mix - 2/3 lb ,2026,22,49,$686.00
Markets,Arugula - 1/3 lb,2026,23,30,$210.00
Markets,Arugula - 2/3 lb ,2026,23,25,$350.00
Markets,Arugula - 2/3 lb ,2026,23,20,$280.00
Markets,Asparagus - bu,2026,23,35,$210.00
Markets,Asparagus - bu,2026,23,31,$186.00
Markets,Bok Choy - ea,2026,23,300,$750.00
Markets,Bok Choy - lb,2026,23,49,$490.00
Markets,Broccolini - bu,2026,23,50,$300.00
Markets,Cabbage Chinese - lb,2026,23,25,$100.00
Markets,Carrot Bulk - lb,2026,23,185.7,$649.95
Orders,Carrot Bulk - lb,2026,23,103,$252.35
Markets,Chard - bu,2026,23,24,$120.00
Markets,Cilantro - bu,2026,23,100,$400.00
Markets,Cilantro - bu,2026,23,60,$240.00
Orders,Cilantro - bu,2026,23,8,$22.40
Markets,Collards - bu,2026,23,50,$250.00
Orders,Collards - bu,2026,23,2,$7.00
Markets,Dandelion - bu,2026,23,40,$200.00
Markets,Dandelion - bu,2026,23,27,$135.00
Markets,Escarole - ea,2026,23,7,$35.00
Markets,Garlic Scape - bu,2026,23,125,$437.50
Markets,Garlic Scape - bu,2026,23,55,$192.50
Markets,Kale Curly - bu,2026,23,61,$305.00
Orders,Kale Curly - bu,2026,23,5,$17.50
Markets,Kale Lacinato - bu,2026,23,87,$435.00
Orders,Kale Lacinato - bu,2026,23,7,$24.50
Markets,Lettuce Mini Gem - ea,2026,23,150,$450.00
Markets,Lettuce Mini Gem - ea,2026,23,244,$732.00
Orders,Lettuce Mini Gem - ea,2026,23,15,$31.50
Markets,Parsley - bu,2026,23,80,$320.00
Markets,Pea Snap - Qt,2026,23,85,$935.00
Markets,Pea Snap - Qt,2026,23,106.1,"$1,167.10"
Markets,Radish French Breakfast - bu,2026,23,125,$500.00
Markets,Radish French Breakfast - bu,2026,23,7,$28.00
Markets,Radish Purple - bu,2026,23,75,$300.00
Markets,Radish Purple - bu,2026,23,42,$168.00
Orders,Radish Purple - bu,2026,23,4,$11.20
Markets,Radish Red - bu,2026,23,50,$200.00
Markets,Radish Red - bu,2026,23,40,$160.00
Markets,Salad Mix - 1/3 lb,2026,23,62,$434.00
Markets,Salad Mix - 2/3 lb ,2026,23,72,"$1,008.00"
Markets,Scallion - bu,2026,23,89,$356.00
Orders,Scallion - bu,2026,23,2,$5.60
Markets,Zucchini Green - lb,2026,23,150,$525.00
Markets,Zucchini Green - lb,2026,23,34.25,$119.88
Markets,Zucchini Striped - lb,2026,23,50,$175.00
Markets,Zucchini Striped - lb,2026,23,6.75,$23.63
Markets,Zucchini Yellow - lb,2026,23,100,$350.00
Markets,Zucchini Yellow - lb,2026,23,5,$17.50
Markets,Arugula - 1/3 lb,2026,24,30,$210.00
Markets,Arugula - 2/3 lb ,2026,24,25,$350.00
Markets,Arugula - 2/3 lb ,2026,24,20,$280.00
Markets,Asparagus - bu,2026,24,35,$210.00
Markets,Asparagus - bu,2026,24,57,$342.00
Markets,Bok Choy - ea,2026,24,300,$750.00
Markets,Bok Choy - ea,2026,24,58,$145.00
Markets,Bok Choy - lb,2026,24,27,$270.00
Markets,Broccolini - bu,2026,24,50,$300.00
Markets,Broccolini - bu,2026,24,100,$600.00
Markets,Cabbage Chinese - lb,2026,24,45,$180.00
Markets,Carrot Bulk - lb,2026,24,142.25,$497.88
Orders,Carrot Bulk - lb,2026,24,12,$29.40
Markets,Chard - bu,2026,24,29,$145.00
Orders,Chard - bu,2026,24,3,$10.50
Markets,Cilantro - bu,2026,24,110,$440.00
Markets,Cilantro - bu,2026,24,66,$264.00
Orders,Cilantro - bu,2026,24,93,$260.40
Markets,Collards - bu,2026,24,50,$250.00
Orders,Collards - bu,2026,24,44,$154.00
Markets,Cucumber - lb,2026,24,129.75,$454.13
Markets,Cucumber - lb,2026,24,13,$45.50
Markets,Cucumber Katrina - lb,2026,24,84.4,$379.80
Markets,Dandelion - bu,2026,24,40,$200.00
Markets,Dandelion - bu,2026,24,26,$130.00
Orders,Dandelion - bu,2026,24,1,$3.50
Markets,Escarole - ea,2026,24,19,$95.00
Markets,Garlic Scape - bu,2026,24,65,$227.50
Markets,Garlic Scape - bu,2026,24,145,$507.50
Markets,Kale Curly - bu,2026,24,34,$170.00
Orders,Kale Curly - bu,2026,24,104,$364.00
Markets,Kale Lacinato - bu,2026,24,104,$520.00
Orders,Kale Lacinato - bu,2026,24,117,$409.50
Markets,Lettuce Mini Gem - ea,2026,24,150,$450.00
Markets,Lettuce Mini Gem - ea,2026,24,155,$465.00
Orders,Lettuce Mini Gem - ea,2026,24,16,$33.60
Markets,Parsley - bu,2026,24,80,$320.00
Markets,Parsley - bu,2026,24,66,$264.00
Orders,Parsley - bu,2026,24,8,$22.40
Markets,Pea Shelling - Qt,2026,24,20,$220.00
Markets,Pea Snap - Qt,2026,24,85,$935.00
Markets,Pea Snap - Qt,2026,24,175.5,"$1,930.50"
Markets,Radish French Breakfast - bu,2026,24,100,$400.00
Markets,Radish Purple - bu,2026,24,75,$300.00
Markets,Radish Purple - bu,2026,24,20,$80.00
Orders,Radish Purple - bu,2026,24,4,$11.20
Markets,Radish Red - bu,2026,24,50,$200.00
Markets,Radish Red - bu,2026,24,24,$96.00
Markets,Salad Mix - 1 1/3 lb,2026,24,9,$225.00
Markets,Salad Mix - 1/3 lb,2026,24,51,$357.00
Markets,Salad Mix - 2/3 lb ,2026,24,62,$868.00
Markets,Scallion - bu,2026,24,101,$404.00
Orders,Scallion - bu,2026,24,13,$36.40
Markets,Zucchini Green - lb,2026,24,150,$525.00
Markets,Zucchini Green - lb,2026,24,178.25,$623.88
Orders,Zucchini Green - lb,2026,24,22,$53.90
Markets,Zucchini Striped - lb,2026,24,50,$175.00
Markets,Zucchini Striped - lb,2026,24,75.7,$264.95
Orders,Zucchini Striped - lb,2026,24,5,$12.25
Markets,Zucchini Yellow - lb,2026,24,100,$350.00
Markets,Zucchini Yellow - lb,2026,24,35.4,$123.90
Orders,Zucchini Yellow - lb,2026,24,5,$12.25
Markets,Arugula - 1/3 lb,2026,25,30,$210.00
Markets,Arugula - 2/3 lb ,2026,25,15,$210.00
Markets,Arugula - 2/3 lb ,2026,25,20,$280.00
Markets,Basil - bu,2026,25,120,$480.00
Markets,Basil - bu,2026,25,100,$400.00
Markets,Bok Choy - ea,2026,25,300,$750.00
Markets,Bok Choy - ea,2026,25,37,$92.50
Markets,Bok Choy - lb,2026,25,25,$250.00
Markets,Broccolini - bu,2026,25,175,"$1,050.00"
Markets,Broccolini - bu,2026,25,150,$900.00
Markets,Cabbage Chinese - lb,2026,25,45,$180.00
Markets,Cabbage Chinese - lb,2026,25,70,$280.00
Markets,Carrot Bulk - lb,2026,25,130,$455.00
Orders,Carrot Bulk - lb,2026,25,19,$46.55
Markets,Cauliflower Sprouting - lb,2026,25,3,$18.00
Markets,Chard - bu,2026,25,32,$160.00
Orders,Chard - bu,2026,25,7,$24.50
Markets,Cilantro - bu,2026,25,110,$440.00
Markets,Cilantro - bu,2026,25,79,$316.00
Orders,Cilantro - bu,2026,25,14,$39.20
Markets,Collards - bu,2026,25,50,$250.00
Orders,Collards - bu,2026,25,74,$259.00
Markets,Cucumber - lb,2026,25,67.3,$235.55
Markets,Cucumber - lb,2026,25,43.4,$151.90
Markets,Cucumber Katrina - lb,2026,25,53.5,$240.75
Markets,Cucumber Persian - lb,2026,25,118.8,$0.00
Markets,Cucumber Pickling - lb,2026,25,85.1,$297.85
Markets,Cucumber Pickling - lb,2026,25,6.4,$22.40
Markets,Dandelion - bu,2026,25,40,$200.00
Markets,Dandelion - bu,2026,25,29,$145.00
Markets,Escarole - ea,2026,25,22,$110.00
Orders,Escarole - ea,2026,25,28,$98.00
Markets,Fennel - ea,2026,25,50,$200.00
Markets,Garlic Scape - bu,2026,25,126,$441.00
Markets,Kale Curly - bu,2026,25,32,$160.00
Orders,Kale Curly - bu,2026,25,72,$252.00
Markets,Kale Lacinato - bu,2026,25,105,$525.00
Orders,Kale Lacinato - bu,2026,25,105,$367.50
Markets,Lettuce Mini Gem - ea,2026,25,150,$450.00
Markets,Lettuce Mini Gem - ea,2026,25,223,$669.00
Orders,Lettuce Mini Gem - ea,2026,25,81,$170.10
Markets,Onion Spring - bu,2026,25,25,$125.00
Markets,Parsley - bu,2026,25,80,$320.00
Markets,Parsley - bu,2026,25,73,$292.00
Orders,Parsley - bu,2026,25,19,$53.20
Markets,Pea Shelling - Qt,2026,25,59,$649.00
Markets,Pea Snap - Qt,2026,25,55.7,$612.70
Markets,Radish French Breakfast - bu,2026,25,100,$400.00
Markets,Radish French Breakfast - bu,2026,25,12,$48.00
Markets,Radish Purple - bu,2026,25,75,$300.00
Markets,Radish Purple - bu,2026,25,2,$8.00
Markets,Radish Red - bu,2026,25,50,$200.00
Markets,Radish Red - bu,2026,25,18,$72.00
Markets,Salad Mix - 1 1/3 lb,2026,25,10,$250.00
Markets,Salad Mix - 1/3 lb,2026,25,54,$378.00
Markets,Salad Mix - 2/3 lb ,2026,25,84,"$1,176.00"
Markets,Scallion - bu,2026,25,103,$412.00
Orders,Scallion - bu,2026,25,29,$81.20
Markets,Zucchini Green - lb,2026,25,150,$525.00
Markets,Zucchini Green - lb,2026,25,136.7,$478.45
Orders,Zucchini Green - lb,2026,25,28,$68.60
Markets,Zucchini Striped - lb,2026,25,50,$175.00
Markets,Zucchini Striped - lb,2026,25,98,$343.00
Orders,Zucchini Striped - lb,2026,25,16,$39.20
Markets,Zucchini Yellow - lb,2026,25,100,$350.00
Markets,Zucchini Yellow - lb,2026,25,71.7,$250.95
Orders,Zucchini Yellow - lb,2026,25,16,$39.20
Markets,Arugula - 2/3 lb ,2026,26,15,$210.00
Markets,Basil - bu,2026,26,120,$480.00
Markets,Basil - bu,2026,26,100,$400.00
Markets,Beets Golden - bu,2026,26,70,$350.00
Markets,Beets Red - bu,2026,26,50,$250.00
Markets,Bok Choy - ea,2026,26,300,$750.00
Markets,Bok Choy - ea,2026,26,34,$85.00
Markets,Broccolini - bu,2026,26,200,"$1,200.00"
Markets,Broccolini - bu,2026,26,150,$900.00
Orders,Broccolini - bu,2026,26,30,$126.00
Markets,Cabbage Chinese - lb,2026,26,45,$180.00
Markets,Cabbage Chinese - lb,2026,26,70,$280.00
Markets,Cabbage Cone - lb,2026,26,36.9,$92.25
Markets,Carrot Bulk - lb,2026,26,107,$374.50
Orders,Carrot Bulk - lb,2026,26,1,$2.45
Markets,Cauliflower Sprouting - lb,2026,26,50,$300.00
Markets,Cauliflower Sprouting - lb,2026,26,32.2,$193.20
Markets,Chard - bu,2026,26,38,$190.00
Orders,Chard - bu,2026,26,30,$105.00
Markets,Cilantro - bu,2026,26,110,$440.00
Markets,Cilantro - bu,2026,26,80,$320.00
Orders,Cilantro - bu,2026,26,94,$263.20
Markets,Collards - bu,2026,26,50,$250.00
Orders,Collards - bu,2026,26,3,$10.50
Markets,Cucumber - lb,2026,26,84,$294.00
Markets,Cucumber - lb,2026,26,207.45,$726.08
Orders,Cucumber - lb,2026,26,35,$85.75
Markets,Cucumber Katrina - lb,2026,26,171.22,$770.49
Orders,Cucumber Katrina - lb,2026,26,6,$18.90
Markets,Cucumber Persian - lb,2026,26,57.4,$0.00
Markets,Cucumber Pickling - lb,2026,26,16.5,$57.75
Markets,Cucumber Pickling - lb,2026,26,75.45,$264.08
Orders,Cucumber Pickling - lb,2026,26,10,$24.50
Markets,Dandelion - bu,2026,26,40,$200.00
Markets,Dandelion - bu,2026,26,31,$155.00
Orders,Dandelion - bu,2026,26,38,$133.00
Markets,Dill - bu,2026,26,60,$240.00
Markets,Dill - bu,2026,26,18,$72.00
Markets,Escarole - ea,2026,26,30,$150.00
Markets,Escarole - ea,2026,26,37,$185.00
Orders,Escarole - ea,2026,26,14,$49.00
Markets,Fennel - ea,2026,26,80,$320.00
Markets,Fennel - ea,2026,26,30,$120.00
Markets,Garlic Scape - bu,2026,26,57,$199.50
Markets,Kale Curly - bu,2026,26,26,$130.00
Orders,Kale Curly - bu,2026,26,47,$164.50
Markets,Kale Lacinato - bu,2026,26,99,$495.00
Orders,Kale Lacinato - bu,2026,26,68,$238.00
Markets,Lettuce Mini Gem - ea,2026,26,150,$450.00
Markets,Lettuce Mini Gem - ea,2026,26,248,$744.00
Orders,Lettuce Mini Gem - ea,2026,26,50,$105.00
Markets,Onion Spring - bu,2026,26,154,$770.00
Markets,Parsley - bu,2026,26,80,$320.00
Markets,Parsley - bu,2026,26,72,$288.00
Orders,Parsley - bu,2026,26,83,$232.40
Markets,Pea Snap - Qt,2026,26,10,$110.00
Markets,Radish French Breakfast - bu,2026,26,75,$300.00
Markets,Radish Purple - bu,2026,26,50,$200.00
Markets,Radish Red - bu,2026,26,50,$200.00
Markets,Salad Mix - 1 1/3 lb,2026,26,12,$300.00
Markets,Salad Mix - 1/3 lb,2026,26,54,$378.00
Markets,Salad Mix - 2/3 lb ,2026,26,67,$938.00
Markets,Scallion - bu,2026,26,101,$404.00
Orders,Scallion - bu,2026,26,17,$47.60
Markets,Zucchini Green - lb,2026,26,150,$525.00
Markets,Zucchini Green - lb,2026,26,176.87,$619.05
Orders,Zucchini Green - lb,2026,26,120,$294.00
Markets,Zucchini Striped - lb,2026,26,50,$175.00
Markets,Zucchini Striped - lb,2026,26,80.2,$280.70
Orders,Zucchini Striped - lb,2026,26,11,$26.95
Markets,Zucchini Yellow - lb,2026,26,100,$350.00
Markets,Zucchini Yellow - lb,2026,26,104.55,$365.93
Orders,Zucchini Yellow - lb,2026,26,13,$31.85
Markets,Basil - bu,2026,27,120,$480.00
Markets,Basil - bu,2026,27,100,$400.00
Orders,Basil - bu,2026,27,7,$19.60
Markets,Beets Golden - bu,2026,27,35,$175.00
Markets,Beets Golden - bu,2026,27,70,$350.00
Markets,Beets Red - bu,2026,27,35,$175.00
Markets,Beets Red - bu,2026,27,50,$250.00
Markets,Broccolini - bu,2026,27,300,"$1,800.00"
Markets,Broccolini - bu,2026,27,150,$900.00
Orders,Broccolini - bu,2026,27,25,$105.00
Markets,Cabbage Chinese - lb,2026,27,45,$180.00
Markets,Cabbage Chinese - lb,2026,27,70,$280.00
Markets,Cabbage Cone - lb,2026,27,38,$95.00
Markets,Carrot Bulk - lb,2026,27,120.3,$421.05
Orders,Carrot Bulk - lb,2026,27,101,$247.45
Markets,Cauliflower Sprouting - lb,2026,27,75,$450.00
Markets,Cauliflower Sprouting - lb,2026,27,129.5,$777.00
Orders,Cauliflower Sprouting - lb,2026,27,30,$126.00
Markets,Celery - bu,2026,27,46,$230.00
Markets,Celery - bu,2026,27,50,$250.00
Markets,Chard - bu,2026,27,45,$225.00
Orders,Chard - bu,2026,27,24,$84.00
Markets,Cilantro - bu,2026,27,110,$440.00
Markets,Cilantro - bu,2026,27,98,$392.00
Orders,Cilantro - bu,2026,27,5,$14.00
Markets,Collards - bu,2026,27,50,$250.00
Orders,Collards - bu,2026,27,2,$7.00
Markets,Cucumber - lb,2026,27,131.9,$461.65
Markets,Cucumber - lb,2026,27,198.4,$694.40
Orders,Cucumber - lb,2026,27,210,$514.50
Markets,Cucumber Katrina - lb,2026,27,143.1,$643.95
Orders,Cucumber Katrina - lb,2026,27,52,$163.80
Markets,Cucumber Persian - lb,2026,27,61.8,$0.00
Markets,Cucumber Pickling - lb,2026,27,59.25,$207.38
Markets,Cucumber Pickling - lb,2026,27,63.9,$223.65
Orders,Cucumber Pickling - lb,2026,27,14,$34.30
Markets,Dandelion - bu,2026,27,40,$200.00
Markets,Dandelion - bu,2026,27,35,$175.00
Orders,Dandelion - bu,2026,27,40,$140.00
Markets,Dill - bu,2026,27,60,$240.00
Markets,Dill - bu,2026,27,21,$84.00
Markets,Escarole - ea,2026,27,45,$225.00
Markets,Escarole - ea,2026,27,39,$195.00
Orders,Escarole - ea,2026,27,34,$119.00
Markets,Fennel - ea,2026,27,80,$320.00
Markets,Fennel - ea,2026,27,54,$216.00
Markets,Kale Curly - bu,2026,27,35,$175.00
Orders,Kale Curly - bu,2026,27,20,$70.00
Markets,Kale Lacinato - bu,2026,27,119,$595.00
Orders,Kale Lacinato - bu,2026,27,126,$441.00
Markets,Lettuce Mini Gem - ea,2026,27,150,$450.00
Markets,Lettuce Mini Gem - ea,2026,27,256,$768.00
Orders,Lettuce Mini Gem - ea,2026,27,37,$77.70
Markets,Onion Spring - bu,2026,27,200,"$1,000.00"
Markets,Parsley - bu,2026,27,80,$320.00
Markets,Parsley - bu,2026,27,82,$328.00
Orders,Parsley - bu,2026,27,60,$168.00
Orders,Radicchio Round - lb,2026,27,8,$50.40
Markets,Radish French Breakfast - bu,2026,27,50,$200.00
Markets,Salad Mix - 1 1/3 lb,2026,27,17,$425.00
Orders,Salad Mix - 1 1/3 lb,2026,27,2,$35.00
Markets,Salad Mix - 1/3 lb,2026,27,59,$413.00
Markets,Salad Mix - 2/3 lb ,2026,27,81,"$1,134.00"
Markets,Scallion - bu,2026,27,113,$452.00
Orders,Scallion - bu,2026,27,49,$137.20
Markets,Tomato Cherry Sungold - pt,2026,27,14,$98.00
Markets,Zucchini Green - lb,2026,27,150,$525.00
Markets,Zucchini Green - lb,2026,27,124.9,$437.15
Orders,Zucchini Green - lb,2026,27,200,$490.00
Markets,Zucchini Striped - lb,2026,27,50,$175.00
Markets,Zucchini Striped - lb,2026,27,114.5,$400.75
Orders,Zucchini Striped - lb,2026,27,22,$53.90
Markets,Zucchini Yellow - lb,2026,27,100,$350.00
Markets,Zucchini Yellow - lb,2026,27,233.9,$818.65
Orders,Zucchini Yellow - lb,2026,27,24,$58.80
Markets,Basil - bu,2026,28,120,$480.00
Markets,Basil - bu,2026,28,100,$400.00
Markets,Beets Golden - bu,2026,28,35,$175.00
Markets,Beets Golden - bu,2026,28,70,$350.00
Markets,Beets Red - bu,2026,28,35,$175.00
Markets,Beets Red - bu,2026,28,50,$250.00
Markets,Broccolini - bu,2026,28,150,$900.00
Markets,Broccolini - bu,2026,28,150,$900.00
Markets,Cabbage Chinese - lb,2026,28,45,$180.00
Markets,Cabbage Chinese - lb,2026,28,70,$280.00
Markets,Cabbage Cone - lb,2026,28,51.65,$129.13
Markets,Cabbage Cone - lb,2026,28,50,$125.00
Markets,Cabbage Flat - lb,2026,28,30,$75.00
Markets,Cabbage Red - lb,2026,28,45,$112.50
Markets,Carrot Bulk - lb,2026,28,128,$448.00
Orders,Carrot Bulk - lb,2026,28,3,$7.35
Markets,Cauliflower Sprouting - lb,2026,28,100,$600.00
Markets,Cauliflower Sprouting - lb,2026,28,8.7,$52.20
Markets,Celery - bu,2026,28,46,$230.00
Markets,Celery - bu,2026,28,50,$250.00
Markets,Chard - bu,2026,28,45,$225.00
Orders,Chard - bu,2026,28,35,$122.50
Markets,Cilantro - bu,2026,28,110,$440.00
Markets,Cilantro - bu,2026,28,62,$248.00
Orders,Cilantro - bu,2026,28,154,$431.20
Markets,Collards - bu,2026,28,50,$250.00
Orders,Collards - bu,2026,28,46,$161.00
Markets,Cucumber - lb,2026,28,129.05,$451.68
Markets,Cucumber - lb,2026,28,171.6,$600.60
Orders,Cucumber - lb,2026,28,269,$659.05
Markets,Cucumber Katrina - lb,2026,28,186.6,$839.70
Orders,Cucumber Katrina - lb,2026,28,18,$56.70
Markets,Cucumber Persian - lb,2026,28,60,$0.00
Markets,Cucumber Pickling - lb,2026,28,148.11,$518.39
Markets,Cucumber Pickling - lb,2026,28,130.35,$456.23
Orders,Cucumber Pickling - lb,2026,28,3,$7.35
Markets,Dandelion - bu,2026,28,40,$200.00
Markets,Dandelion - bu,2026,28,30,$150.00
Orders,Dandelion - bu,2026,28,39,$136.50
Markets,Dill - bu,2026,28,60,$240.00
Markets,Eggplant Italian Striped - lb,2026,28,41,$205.00
Markets,Escarole - ea,2026,28,45,$225.00
Markets,Escarole - ea,2026,28,39,$195.00
Orders,Escarole - ea,2026,28,20,$70.00
Markets,Fennel - ea,2026,28,80,$320.00
Markets,Fennel - ea,2026,28,90,$360.00
Markets,Kale Curly - bu,2026,28,41,$205.00
Orders,Kale Curly - bu,2026,28,99,$346.50
Markets,Kale Lacinato - bu,2026,28,106,$530.00
Orders,Kale Lacinato - bu,2026,28,122,$427.00
Markets,Lettuce Mini Gem - ea,2026,28,150,$450.00
Markets,Lettuce Mini Gem - ea,2026,28,114,$342.00
Orders,Lettuce Mini Gem - ea,2026,28,19,$39.90
Markets,Okra - Pt,2026,28,15,$90.00
Markets,Onion Spring - bu,2026,28,157,$785.00
Markets,Onion Spring - bu,2026,28,81,$405.00
Markets,Parsley - bu,2026,28,80,$320.00
Markets,Parsley - bu,2026,28,88,$352.00
Orders,Parsley - bu,2026,28,132,$369.60
Orders,Radicchio Round - lb,2026,28,4,$25.20
Markets,Salad Mix - 1 1/3 lb,2026,28,14,$350.00
Markets,Salad Mix - 1/3 lb,2026,28,66,$462.00
Markets,Salad Mix - 2/3 lb ,2026,28,87,"$1,218.00"
Markets,Scallion - bu,2026,28,123,$492.00
Orders,Scallion - bu,2026,28,96,$268.80
Markets,Tomato Cherry Mix - Pt,2026,28,50,$350.00
Markets,Tomato Cherry Mix - Pt,2026,28,25,$175.00
Orders,Tomato Cherry Mix - Pt,2026,28,5,$24.50
Markets,Tomato Cherry Sungold - pt,2026,28,75,$525.00
Markets,Tomato Cherry Sungold - pt,2026,28,79,$553.00
Orders,Tomato Cherry Sungold - pt,2026,28,6,$29.40
Markets,Zucchini Green - lb,2026,28,100,$350.00
Markets,Zucchini Green - lb,2026,28,133.2,$466.20
Orders,Zucchini Green - lb,2026,28,265,$649.25
Markets,Zucchini Striped - lb,2026,28,50,$175.00
Markets,Zucchini Striped - lb,2026,28,104.75,$366.63
Orders,Zucchini Striped - lb,2026,28,7,$17.15
Markets,Zucchini Yellow - lb,2026,28,100,$350.00
Markets,Zucchini Yellow - lb,2026,28,189,$661.50
Orders,Zucchini Yellow - lb,2026,28,9,$22.05
Markets,Basil - bu,2026,29,120,$480.00
Markets,Basil - bu,2026,29,100,$400.00
Orders,Basil - bu,2026,29,5,$14.00
Markets,Beets Golden - bu,2026,29,35,$175.00
Markets,Beets Golden - bu,2026,29,70,$350.00
Markets,Beets Red - bu,2026,29,35,$175.00
Markets,Beets Red - bu,2026,29,50,$250.00
Markets,Broccolini - bu,2026,29,50,$300.00
Markets,Broccolini - bu,2026,29,100,$600.00
Markets,Cabbage Chinese - lb,2026,29,45,$180.00
Markets,Cabbage Chinese - lb,2026,29,50,$200.00
Markets,Cabbage Cone - lb,2026,29,43.42,$108.55
Markets,Cabbage Cone - lb,2026,29,50,$125.00
Markets,Cabbage Flat - lb,2026,29,60,$150.00
Markets,Cabbage Flat - lb,2026,29,29,$72.50
Orders,Cabbage Flat - lb,2026,29,2,$3.50
Markets,Cabbage Red - lb,2026,29,45,$112.50
Orders,Cabbage Red - lb,2026,29,4,$7.00
Markets,Cabbage Savoy - lb,2026,29,25,$62.50
Markets,Carrot Bulk - lb,2026,29,113.7,$397.95
Orders,Carrot Bulk - lb,2026,29,12,$29.40
Markets,Cauliflower Sprouting - lb,2026,29,75,$450.00
Markets,Celery - bu,2026,29,50,$250.00
Markets,Celery - bu,2026,29,50,$250.00
Markets,Chard - bu,2026,29,45,$225.00
Orders,Chard - bu,2026,29,35,$122.50
Markets,Cilantro - bu,2026,29,110,$440.00
Markets,Cilantro - bu,2026,29,29,$116.00
Orders,Cilantro - bu,2026,29,6,$16.80
Markets,Collards - bu,2026,29,50,$250.00
Orders,Collards - bu,2026,29,21,$73.50
Markets,Cucumber - lb,2026,29,152.4,$533.40
Markets,Cucumber - lb,2026,29,104.5,$365.75
Orders,Cucumber - lb,2026,29,207,$507.15
Markets,Cucumber Katrina - lb,2026,29,145.1,$652.95
Orders,Cucumber Katrina - lb,2026,29,20,$63.00
Markets,Cucumber Persian - lb,2026,29,77.6,$0.00
Markets,Cucumber Pickling - lb,2026,29,149.2,$522.20
Markets,Cucumber Pickling - lb,2026,29,155.45,$544.08
Orders,Cucumber Pickling - lb,2026,29,2,$4.90
Markets,Dandelion - bu,2026,29,40,$200.00
Markets,Dandelion - bu,2026,29,27,$135.00
Orders,Dandelion - bu,2026,29,47,$164.50
Markets,Dill - bu,2026,29,60,$240.00
Markets,Dill - bu,2026,29,11,$44.00
Markets,Eggplant Asian - lb,2026,29,25,$125.00
Markets,Eggplant Asian - lb,2026,29,13.5,$67.50
Markets,Eggplant Italian Black - lb,2026,29,17.4,$87.00
Markets,Eggplant Italian Black - lb,2026,29,17.4,$87.00
Markets,Eggplant Italian Striped - lb,2026,29,151.32,$756.60
Markets,Eggplant Italian Striped - lb,2026,29,14.4,$72.00
Markets,Eggplant Mini - Pt,2026,29,19,$114.00
Markets,Eggplant Mini - Qt,2026,29,18.9,$207.90
Markets,Escarole - ea,2026,29,30,$150.00
Markets,Escarole - ea,2026,29,37,$185.00
Orders,Escarole - ea,2026,29,2,$7.00
Markets,Fennel - ea,2026,29,80,$320.00
Markets,Fennel - ea,2026,29,84,$336.00
Markets,Kale Curly - bu,2026,29,42,$210.00
Orders,Kale Curly - bu,2026,29,1,$3.50
Markets,Kale Lacinato - bu,2026,29,91,$455.00
Orders,Kale Lacinato - bu,2026,29,29,$101.50
Markets,Lettuce Mini Gem - ea,2026,29,42,$126.00
Orders,Lettuce Mini Gem - ea,2026,29,4,$8.40
Markets,Okra - Pt,2026,29,25,$150.00
Markets,Onion Spring - bu,2026,29,94,$470.00
Markets,Onion Spring - bu,2026,29,108,$540.00
Markets,Parsley - bu,2026,29,80,$320.00
