Pack Date,Planning Year,Mix Product Name,Component Crop Name,Component Percent,Component Quantity,Component Unit,Variety Request,Safety Factor,Harvest Date,Notes,Component Source Type
2024-11-23,2024,Fall Mix,Greens Mix Misc,2,1.8,,kale,1.1,2024-11-21,,crop
2024-11-23,2024,Fall Mix,Lettuce Mix SN,25,22.3,,,1.1,2024-11-21,,crop
2024-11-23,2024,Fall Mix,Radicchio Mix,38,34,,,1.1,2024-11-21,,crop
2024-11-23,2024,Fall Mix,Frisee mix,25,22.3,,,1.1,2024-11-21,,crop
2024-11-23,2024,Fall Mix,Greens Mix Misc,10,8.9,,frills,1.1,2024-11-21,,crop
2024-11-23,2024,Braising Mix,Braising Mix,10,8.3,,dandelion,1.05,2024-11-21,,crop
2024-11-23,2024,Braising Mix,Braising Mix,18,14.9,,chard,1.05,2024-11-21,,crop
2024-11-23,2024,Braising Mix,Braising Mix,12,10,,curly,1.05,2024-11-21,,crop
2024-11-23,2024,Braising Mix,Braising Mix,18,14.9,,merlot,1.05,2024-11-21,,crop
2024-11-23,2024,Braising Mix,Braising Mix,7,5.8,,russian kale,1.05,2024-11-21,,crop
2024-11-23,2024,Braising Mix,Braising Mix,12,10,,collards,1.05,2024-11-21,,crop
2024-11-23,2024,Braising Mix,Braising Mix,15,12.4,,escarole,1.05,2024-11-21,,crop
2024-11-23,2024,Braising Mix,Braising Mix,8,6.6,,bok choy,1.05,2024-11-21,,crop
2024-12-07,2024,Braising Mix,Braising Mix,10,3.7,,chard,1.05,2024-12-05,,crop
2024-12-07,2024,Braising Mix,Braising Mix,20,7.4,,curly,1.05,2024-12-05,,crop
2024-12-07,2024,Braising Mix,Braising Mix,20,7.4,,merlot,1.05,2024-12-05,,crop
2024-12-07,2024,Braising Mix,Braising Mix,10,3.7,,russian kale,1.05,2024-12-05,,crop
2024-12-07,2024,Braising Mix,Braising Mix,15,5.5,,collards,1.05,2024-12-05,,crop
2024-12-07,2024,Braising Mix,Braising Mix,15,5.5,,escarole,1.05,2024-12-05,,crop
2024-12-07,2024,Braising Mix,Braising Mix,10,3.7,,dandelion,1.05,2024-12-05,,crop
2024-12-07,2024,Winter Mix,Lettuce Mix SN,32,8.9,,,1.1,2024-12-05,,crop
2024-12-07,2024,Winter Mix,Radicchio Mix,68,18.9,,,1.1,2024-12-05,,crop
2024-12-14,2024,Winter Mix,Lettuce Mix SN,38,13.9,,,1.1,2024-12-12,,crop
2024-12-14,2024,Winter Mix,Radicchio Mix,57,20.9,,,1.1,2024-12-12,,crop
2024-12-14,2024,Winter Mix,Greens Mix Misc,5,1.8,,frills,1.1,2024-12-12,,crop
2024-12-14,2024,Braising Mix,Braising Mix,18,4,,curly,1.05,2024-12-12,,crop
2024-12-14,2024,Braising Mix,Braising Mix,20,4.4,,lacinato,1.05,2024-12-12,,crop
2024-12-14,2024,Braising Mix,Braising Mix,17,3.7,,collard,1.05,2024-12-12,,crop
2024-12-14,2024,Braising Mix,Braising Mix,15,3.3,,merlot,1.05,2024-12-12,,crop
2024-12-14,2024,Braising Mix,Braising Mix,15,3.3,,treviso,1.05,2024-12-12,,crop
2024-12-14,2024,Braising Mix,Braising Mix,15,3.3,,large frills,1.05,2024-12-12,,crop
2024-12-21,2024,Winter Mix,Lettuce Mix SN,45,16,,,1.1,2024-12-19,,crop
2024-12-21,2024,Winter Mix,Radicchio Mix,45,16,,,1.1,2024-12-19,,crop
2024-12-21,2024,Winter Mix,Greens Mix Misc,10,3.6,,frills,1.1,2024-12-19,,crop
2024-12-21,2024,Braising Mix,Braising Mix,15,5.7,,curly,1.05,2024-12-19,,crop
2024-12-21,2024,Braising Mix,Braising Mix,15,5.7,,lacinato,1.05,2024-12-19,,crop
2024-12-21,2024,Braising Mix,Braising Mix,15,5.7,,collard,1.05,2024-12-19,,crop
2024-12-21,2024,Braising Mix,Braising Mix,15,5.7,,chard,1.05,2024-12-19,,crop
2024-12-21,2024,Braising Mix,Braising Mix,15,5.7,,treviso,1.05,2024-12-19,,crop
2024-12-21,2024,Braising Mix,Braising Mix,10,3.8,,large frills,1.05,2024-12-19,,crop
2024-12-21,2024,Braising Mix,Braising Mix,15,5.7,,red cabbage,1.05,2024-12-19,,crop
2024-12-28,2024,Winter Mix,Lettuce Mix SN,50,12.3,,,1.1,2024-12-26,,crop
2024-12-28,2024,Winter Mix,Radicchio Mix,40,9.8,,,1.1,2024-12-26,,crop
2024-12-28,2024,Winter Mix,Greens Mix Misc,10,2.5,,frills,1.1,2024-12-26,,crop
2024-12-28,2024,Braising Mix,Braising Mix,15,0.6,,curly,1.05,2024-12-26,,crop
2024-12-28,2024,Braising Mix,Braising Mix,15,0.6,,lacinato,1.05,2024-12-26,,crop
2024-12-28,2024,Braising Mix,Braising Mix,15,0.6,,collard,1.05,2024-12-26,,crop
2024-12-28,2024,Braising Mix,Braising Mix,15,0.6,,chard,1.05,2024-12-26,,crop
2024-12-28,2024,Braising Mix,Braising Mix,15,0.6,,treviso,1.05,2024-12-26,,crop
2024-12-28,2024,Braising Mix,Braising Mix,10,0.4,,large frills,1.05,2024-12-26,,crop
2024-12-28,2024,Braising Mix,Braising Mix,15,0.6,,red cabbage,1.05,2024-12-26,,crop
2025-01-04,2025,Winter Mix,Lettuce Mix SN,35,12.1,,,1.1,2025-01-02,,crop
2025-01-04,2025,Winter Mix,Radicchio Mix,60,20.7,,,1.1,2025-01-02,,crop
2025-01-04,2025,Winter Mix,Greens Mix Misc,5,1.7,,frills,1.1,2025-01-02,,crop
2025-01-04,2025,Braising Mix,Braising Mix,15,5,,curly,1.05,2025-01-02,,crop
2025-01-04,2025,Braising Mix,Braising Mix,10,3.4,,lacinato,1.05,2025-01-02,,crop
2025-01-04,2025,Braising Mix,Braising Mix,10,3.4,,collard,1.05,2025-01-02,,crop
2025-01-04,2025,Braising Mix,Braising Mix,15,5,,chard,1.05,2025-01-02,,crop
2025-01-04,2025,Braising Mix,Braising Mix,15,5,,treviso,1.05,2025-01-02,,crop
2025-01-04,2025,Braising Mix,Braising Mix,10,3.4,,large frills,1.05,2025-01-02,,crop
2025-01-04,2025,Braising Mix,Braising Mix,15,5,,red cabbage,1.05,2025-01-02,,crop
2025-01-04,2025,Braising Mix,Braising Mix,10,3.4,,dandelion,1.05,2025-01-02,,crop
2025-01-11,2025,Winter Mix,Lettuce Mix SN,35,12.3,,,1.1,2025-01-09,,crop
2025-01-11,2025,Winter Mix,Radicchio Mix,60,21.1,,,1.1,2025-01-09,,crop
2025-01-11,2025,Winter Mix,Greens Mix Misc,5,1.8,,frills,1.1,2025-01-09,,crop
2025-01-18,2025,Braising Mix,Braising Mix,15,5.8,,curly,1.05,2025-01-16,,crop
2025-01-18,2025,Braising Mix,Braising Mix,20,7.8,,lacinato,1.05,2025-01-16,,crop
2025-01-18,2025,Braising Mix,Braising Mix,15,5.8,,chard,1.05,2025-01-16,,crop
2025-01-18,2025,Braising Mix,Braising Mix,20,7.8,,treviso,1.05,2025-01-16,,crop
2025-01-18,2025,Braising Mix,Braising Mix,20,7.8,,red cabbage,1.05,2025-01-16,,crop
2025-01-18,2025,Braising Mix,Braising Mix,10,3.9,,dandelion,1.05,2025-01-16,,crop
2025-01-25,2025,Braising Mix,Braising Mix,25,3.7,,curly,1.05,2025-01-23,,crop
2025-01-25,2025,Braising Mix,Braising Mix,18,2.6,,lacinato,1.05,2025-01-23,,crop
2025-01-25,2025,Braising Mix,Braising Mix,12,1.8,,chard,1.05,2025-01-23,,crop
2025-01-25,2025,Braising Mix,Braising Mix,20,2.9,,treviso,1.05,2025-01-23,,crop
2025-01-25,2025,Braising Mix,Braising Mix,25,3.7,,red cabbage,1.05,2025-01-23,,crop
2025-02-01,2025,Braising Mix,Braising Mix,30,12,,curly,1.05,2025-01-30,,crop
2025-02-01,2025,Braising Mix,Braising Mix,20,8,,chard,1.05,2025-01-30,,crop
2025-02-01,2025,Braising Mix,Braising Mix,20,8,,treviso,1.05,2025-01-30,,crop
2025-02-01,2025,Braising Mix,Braising Mix,30,12,,red cabbage,1.05,2025-01-30,,crop
2025-02-01,2025,Winter Mix,Lettuce Mix SN,30,7.4,,,1.1,2025-01-30,,crop
2025-02-01,2025,Winter Mix,Radicchio Mix,40,9.8,,,1.1,2025-01-30,,crop
2025-02-01,2025,Winter Mix,Greens Mix Misc,8,2,,frills,1.1,2025-01-30,,crop
2025-02-01,2025,Winter Mix,Arugula,7,1.7,,,1.1,2025-01-30,,crop
2025-02-01,2025,Winter Mix,Lettuce Mini Gem,15,3.7,,rosaine,1.1,2025-01-30,,crop
